run_accession	sample_accession	experiment_accession	study_accession	scientific_name	fastq_ftp	sample_alias
ERR10493130	SAMEA112135534	ERX10011422	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/030/ERR10493130/ERR10493130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/030/ERR10493130/ERR10493130_2.fastq.gz	short_indv279_normal
ERR10493133	SAMEA112135537	ERX10011425	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/033/ERR10493133/ERR10493133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/033/ERR10493133/ERR10493133_2.fastq.gz	short_indv284_tumor
ERR10493134	SAMEA112135540	ERX10011426	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/034/ERR10493134/ERR10493134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/034/ERR10493134/ERR10493134_2.fastq.gz	short_indv285_normal
ERR10493135	SAMEA112135539	ERX10011427	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/035/ERR10493135/ERR10493135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/035/ERR10493135/ERR10493135_2.fastq.gz	short_indv285_tumor
ERR10493137	SAMEA112135543	ERX10011429	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/037/ERR10493137/ERR10493137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/037/ERR10493137/ERR10493137_2.fastq.gz	short_indv291_tumor
ERR10493144	SAMEA112135562	ERX10011436	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/044/ERR10493144/ERR10493144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/044/ERR10493144/ERR10493144_2.fastq.gz	short_indv325_normal
ERR10493145	SAMEA112135561	ERX10011437	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/045/ERR10493145/ERR10493145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/045/ERR10493145/ERR10493145_2.fastq.gz	short_indv325_tumor
ERR10493147	SAMEA112135564	ERX10011439	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/047/ERR10493147/ERR10493147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/047/ERR10493147/ERR10493147_2.fastq.gz	short_indv326_normal
ERR10493148	SAMEA112135563	ERX10011440	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/048/ERR10493148/ERR10493148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/048/ERR10493148/ERR10493148_2.fastq.gz	short_indv326_tumor
ERR10493150	SAMEA112135569	ERX10011442	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/050/ERR10493150/ERR10493150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/050/ERR10493150/ERR10493150_2.fastq.gz	short_indv332_tumor
ERR10493151	SAMEA112135572	ERX10011443	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/051/ERR10493151/ERR10493151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/051/ERR10493151/ERR10493151_2.fastq.gz	short_indv335_normal
ERR10493157	SAMEA112135581	ERX10011449	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/057/ERR10493157/ERR10493157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/057/ERR10493157/ERR10493157_2.fastq.gz	short_indv352_tumor
ERR10493160	SAMEA112135586	ERX10011452	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/060/ERR10493160/ERR10493160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/060/ERR10493160/ERR10493160_2.fastq.gz	short_indv357_normal
ERR10493165	SAMEA112135592	ERX10011457	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/065/ERR10493165/ERR10493165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/065/ERR10493165/ERR10493165_2.fastq.gz	short_indv361_normal
ERR10493168	SAMEA112135593	ERX10011460	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/068/ERR10493168/ERR10493168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/068/ERR10493168/ERR10493168_2.fastq.gz	short_indv366_tumor
ERR10493169	SAMEA112135598	ERX10011461	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/069/ERR10493169/ERR10493169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/069/ERR10493169/ERR10493169_2.fastq.gz	short_indv372_normal
ERR10493171	SAMEA112135600	ERX10011463	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/071/ERR10493171/ERR10493171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/071/ERR10493171/ERR10493171_2.fastq.gz	short_indv374_normal
ERR10493176	SAMEA112135607	ERX10011468	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/076/ERR10493176/ERR10493176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/076/ERR10493176/ERR10493176_2.fastq.gz	short_indv386_tumor
ERR10493178	SAMEA112135609	ERX10011470	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/078/ERR10493178/ERR10493178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/078/ERR10493178/ERR10493178_2.fastq.gz	short_indv387_tumor
ERR10493181	SAMEA112135618	ERX10011473	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/081/ERR10493181/ERR10493181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/081/ERR10493181/ERR10493181_2.fastq.gz	short_indv396_normal
ERR10493182	SAMEA112135617	ERX10011474	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/082/ERR10493182/ERR10493182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/082/ERR10493182/ERR10493182_2.fastq.gz	short_indv396_tumor
ERR10493184	SAMEA112135619	ERX10011476	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/084/ERR10493184/ERR10493184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/084/ERR10493184/ERR10493184_2.fastq.gz	short_indv406_tumor
ERR10493195	SAMEA112135448	ERX10011487	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/095/ERR10493195/ERR10493195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/095/ERR10493195/ERR10493195_2.fastq.gz	long_indv148_normal
ERR10493205	SAMEA112135464	ERX10011497	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR10493205/ERR10493205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR10493205/ERR10493205_2.fastq.gz	long_indv168_normal
ERR10493206	SAMEA112135463	ERX10011498	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR10493206/ERR10493206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR10493206/ERR10493206_2.fastq.gz	long_indv168_tumor
ERR10493208	SAMEA112135465	ERX10011500	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR10493208/ERR10493208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR10493208/ERR10493208_2.fastq.gz	long_indv170_tumor
ERR10493210	SAMEA112135475	ERX10011502	PRJEB57580	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/010/ERR10493210/ERR10493210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/010/ERR10493210/ERR10493210_2.fastq.gz	long_indv180_tumor
